id,wh
498,ஆமா ஆமா என்ன வெளிவந்து வர பெரிய பெரிய அதிகாரிங்க சரிங்களா கூப்டுக்கோங்க கூப்டுக்கோங்க பரவால்ல ஒத்தான இதெல்லாம் செய்ய முடியாதுமா நீங்க பண்ணுங்க
499,அதனால நீங்க கூட்டுக்கு அது என்ன அவங்க அவங்க வச்சு எல்லாம் சுத்தம் பண்ணி கொடுத்துடுங்க சரிங்களா
500,குடுக்கலாம் குடுக்கலாம் அதெல்லாம் குடுக்கலாம் அவங்களோட வந்து உதவி பண்றாங்க
501,அதனால கண்டிப்பா கொடுத்துடலாம் அது என்னென்ன மருந்து நீங்க சொல்லிருக்கீங்க நான் எல்லாமே வாங்கிட்டு வந்து வச்சுக்கங்க நீங்க நாங்க கொஞ்சம் தாமதமான நீங்க அதெல்லாம் எடுத்து போட்டு சுத்தம் பண்ணி வச்சிருக்க எங்களுக்காக நீங்க காத்துட்டு இருக்க வேண்டாம்
502,உம்ம் உம்ம் சரிம்மா சாவி வந்து வாங்கிக்கிறீங்களா
503,வந்து சாவி வாங்கிக்கோங்க வாங்கிட்டு நாங்க நாளைக்கு நாங்க வரதுக்கு முன்னாடி எல்லாம் சுத்தம் பண்ணி தொடர்ச்சி சுத்தமா இருக்கணும் சரிங்களா
504,நன்றி மா
505,முந்தைய
506,இருபத்தி ஒன்னு நாலு ஆயிரத்தி தொள்ளாயிரத்தி எண்பத்தி ஒன்னு நால் ஏழ் ஆயிரத்தி தொள்ளாயிரத்தி எண்பத்தி ஆறு மூனு மூனு ஆயிரத்தி தொள்ளாயிரத்தி அறுபத்தி ரெண்டு பன்னெண்டு பன்னெண்டு ஆயிரத்தி தொள்ளாயிரத்தி தொண்ணூத்தி மூனு அஞ்சு ஆறு ரெண்டாயிரம்
507,பாதிக்கப்பட்ட வீரருக்கு காணக்கூடிய வகையில் காயம் ஏற்படுத்தினால் ஒரே ஒரு சிறிய அபராதம் மேலும் இரண்டு நிமிடங்களுக்கு நீடிக்கப்படலாம்
508,பெரும்பாலும் இந்த ஓவியம் போன்ற பொம்மைகள் பாத்தீங்கன்னா நிறைய பேருக்கு பிடிச்சிருக்கு பிடிக்காம இருக்கும் ஆனா சிலர் பாத்தீங்கன்னா ரொம்ப ஆர்வமாகவும் கருத்து பாத்து
509,அந்த பொறுமை வச்சு அவங்கல்லாம் அந்த அந்த பொம்மையை பாத்து அவங்க நிம்மதியாகவும் இருப்பாங்க
510,அந்த அளவுக்கு பாத்தீங்கன்னா எனக்கு வீடியோகள் பாக்கப்படுகின்றன பாத்தீங்கன்னா எனக்கு ரொம்ப பிடிக்கும் சின்ன வயசுல எனக்கு
511,பொம்மை படம் ரொம்ப ரொம்ப பிடிக்கும் எனக்கு சின்ன வயசுல ஒரு பொம்மை உறுதி தெரியாது நம்ம ஆட்கள் தான் யாராவது
512,மனிதர் போன்ற ஆட்கள்தான் அப்படின்னு நானே நினைச்சிட்டு இருப்பேன் அதிலிருந்து பாக்கும்போது எனக்கு இந்த பொம்மை பாத்தீங்கன்னா நான் ஒரு மனிதர்கள் போன்ற நினைச்சிட்டு இருப்பேன்
513,அதுல பாத்தா எனக்கு டிவில பாக்கும்போது ஆக்ட்ரஸ் நடிக்கிறாங்க போல அப்படின்ற மாதிரி அந்த வாழ்க்கை எப்படி இருக்கும் இதெல்லாம் எனக்கு ரொம்ப பிடிக்கும்
514,இந்த அனிமேஸ் போன்றது இந்த ஜப்பான் பாத்தீங்கன்னா அனிமேஸ் பொம்மை படங்கள் பாத்தீங்கன்னா
515,இந்த நட்டு ஜிஸ்ட் போன்ற படங்கள் பார்க்கும்போது அந்த அந்த மாதிரி ஒரு படங்கள் நம்மள ஒரு படங்கள் இந்த மாதிரி இயக்கம்
516,அப்படின்னு ஒரு வரை பாப்பேன் எனக்கு பாத்தா அந்த மாதிரி பிலிம்ஸ் பாத்தா நம்மளுக்கு நிம்மதி இருக்கும் மனசு உரை முடியல கூட
517,இந்த மாதிரி படத்தை பார்த்து அந்த ரொம்ப டிப்ரஷன் இருக்கும்போதெல்லாம் நிம்மதியா அந்த பாத்துட்டு கொஞ்சம்
518,சரி அவங்க மோடியிட்டு இருக்காங்க நம்ம போல தான் அப்படின்னு சின்ன வயசுல இந்த மாதிரி ஒரு பொம்மை இல்ல நம்ம மாதிரி ஒரு உயிருள்ள ஆட்கள் அப்படின்னு நினைச்சிட்டு இருப்பேன் எப்பவுமே எனக்கு இதில் நான் என்ன ஒரு மோடியின் வச்சிருப்பேன்
519,அந்த மாதிரி இதில் பார்க்கும்போது எனக்கு எப்பவுமே இந்த நான் அந்த மாதிரி ஒரு படத்தை எடுத்து உறைஞ்சு நானும் ஒரு வீட்டுக்கு உயிர் கொடுக்கிற மாதிரி என்ன போல சில பேர் நினைப்பாங்க அப்படின்னு நானும் நினைச்சிட்டு இருப்பேன் எப்பவுமே அந்த மாதிரி என்னங்க எனக்கு இருக்கும் என்ன போல நிறைய பேர் இருப்பாங்க அப்படின்னு நினைச்சிட்டு இருப்பேன் அந்த இதுல பாக்கும்போது நான் பாத்தேன்
520,சரி செஞ்சு தான் பாப்போம் அப்படி ஒரு எண்ணத்துல எனக்கு நினைப்பு ஒரு பொம்மை என்னத்த இருக்கும் அந்த இதுதான் உறையும் இல்லாம இதன் உறையும்
521,அப்படின்னு ஆரம்பிச்சேன் உக்காந்து நானும் ஒரு ஒரு பாத்து எனக்கு முன்பின் அந்த ஓவியம் போன்ற இதெல்லாம்
522,இந்த பொறுமையை பிடிக்காது பாக்குறதுக்கு நல்லா இருக்கும் ஆனா நான் நினைச்சு பாக்க எனக்கு செஞ்சு தான் பாப்போம்
523,அப்படின்னு நெனச்சு செஞ்சேன் ஆனா நான் உக்காந்து உறைஞ்சேன் உறைஞ்சேன் பொறுமையா உறைஞ்சு அந்த பொம்மை போன்ற உருவத்துக்கு உயிர் கொடுக்கணும்
524,அதை பாத்தா நிறைய பேருக்கு பிடிக்கும் அதெல்லாம் இதுக்கு நான் எல்லாம் ரெடி பண்ணணும் அதுக்கு வந்து அந்த கதைக்கும் மாதிரி அந்த பொம்மை அமையும்
525,அதெல்லாம் நினைச்சுட்டு செஞ்சு உக்காந்து யோசிச்சு பாத்தாலே எனக்கு முடியல அது எனக்கு தெரியல பாக்கும்போது நம்ம உயிர் கொடுக்கும் அப்படி நினைக்கும்போது என்னால சத்தியமா பண்ண முடியல அந்த மாதிரி என்ன பாக்கும்போது எனக்கு
526,சரி இதனால்தான் அவங்க உங்களுக்கு ஒரு டேலண்ட் இருக்கும் நமக்கு வான கூட தப்பில்ல வரவங்க ஒரு மோட்டிவ் பண்ணனும் அந்த நம்மளுக்கு நிம்மதி பொறுமையும்
527,நம்மால முடியல கூட நம்ம மாதிரி என்னத்த நினைக்கிறேன் அவங்க பேரு அந்த மோடி எடுத்து பண்றாங்க அவங்கள பாத்து ஒரு மோடிவ் கொடுக்கணும் அப்படின்னு எனக்கு ரொம்ப நாள்
528,பாக்கும்போது பாத்தா இந்த மாதிரி சரி முடியல நிறைய பேர் எங்கள் பண்ணணும் அப்படின்னு நினைச்சிட்டு இந்தமாதிரி ஆட்கள் பாத்து நல்லா இருக்கு ஃபீட்பேக் எப்படி
529,சின்ன சின்ன ஆக்டர்ஸ் இந்த ரோட்ல இந்த பொம்மை போட்டு இந்த விளையாட்டு காட்டுவாங்க புது புது கல்யாணத்துல ஏதாவது செலிபிட்டி விபி
530,மீட்டிங் இதெல்லாம் நிறைய பேர் பொம்மை போட்டு விளையாட்டு கேட்டவங்க அந்த மாதிரி பாத்தீங்கன்னா அவங்க கூட இங்கிலீஷ் பண்ணல ஏன்னா அவங்க போட்டுதான் ஆட்கள் சித்தர்கள் பொறுத்தவரைக்கும் ஆடு அப்படின்னு வச்சிருப்பாங்க ஆனா இயக்குனர் சொன்னமாதிரி அந்த பொம்மைக்குள் உயிருள்ள மனுசங்க வராங்க
531,அப்படின்னு யாருக்குமே தெரிஞ்சு தெரியாம அப்படியே சும்மா பண்ணிட்டு இருக்காங்க அப்படின்னு போயிடுவாங்க ஆனா அது மாதிரி இல்லாம அவங்களுக்கு ஒரு
532,சிரிச்சு பாக்கணும் அப்படி ஒரு அறுபத்தி நல்ல என்னதான் முடிந்தவங்க பண்றாங்க நமக்கு இதெல்லாம் செஞ்சா என்ன செய்யாட்டி அடிபட்டு போறது இல்ல அது மட்டுமில்லாம அந்த நாட்டுக்கலை இதுல பாத்தீங்கன்னா
533,அவங்களும் இந்த மாதிரி டைப் தான் மத்தவங்களுக்கு பாக்கணும் நல்லாருக்கணும் கதை பிடிச்சிருக்கு மத்தவங்கள சிரிச்சு நல்லாருக்கணும் அதுக்காக மட்டும்தான் செய்றாங்க
534,அதற்காக எதுவும் அவங்க பெருசா பொருத்திக் மாட்டாங்க யார் எது சொன்னாலும் ஒரு காதல் வங்கியின் காதல் விட்டு போயிட்டே இருப்பாங்க
535,உதவி
536,என்னுடைய பொருள் பட்டியலில் நூறு எம்மல் டெல் மாண்டே ஃப்ரூட் டிரிங் மற்றும் ஐந்து பாட்டில் டவ் பியூட்டி மொய்சேலஷர் பேஷ் வார்ஸ் சேர்க்கவும்
537,வந்து கிருஷ்ணன் வந்து எல்லா இடத்திலும் சாலை வசதிக்கு பேருந்து வசதி இருக்கு ஆனா ரயில்வே மட்டும் இல்லைனா
538,இப்போது ரயில்வே வின் திருப்பத்தூர் போனோம் இந்த பக்கம் தர்மபுரி அந்த மாதிரி போனா அங்க தான் ரயில்வே இருக்கு கிருஷ்ணர் டிராவல் பண்றதுக்கு மக்கள் வந்து ரயில்வே இன்னும் கொஞ்சம் ஈஸியா இருக்கு சீக்கிரம் போயிட்டு வர முடியும்
539,அப்புறம் பஸ்ல வந்து நிறைய டிராபிக் இருக்கு அங்கங்க நிறுத்தி போற மாதிரி இருக்கும் அதே ரயில்வே அவ்ளோ டிராபிக் அது சீக்கிரம் போய் முடியும் வந்து ஒரு இடத்துக்கு வந்து
540,போர் ஃபைவ் போனா ட்ரைன் வந்து ஒரு டூர் ஒன் பஸ்ல பெரிசா அவங்களுக்கு அவ்ளோ
541,இப்ப பஸ்ல நிறைய கூட்டமா இருக்கும் ரயில்வே வந்து சீக்கிரம் போறதால அவங்க வந்து சரி டக்குன்னு போயிடலாம் கூட்டமா இருந்தா கூட பரவலா அப்படின்னு போற மாதிரி இருக்கும்
542,விஷயமில்லாது இது இல்லனா ரயில்வே வந்தா நல்லாருக்கும் அதெல்லாம் ஆல்ரெடி ரயில்வேக்கு வந்து அவங்க பேசிட்டாங்க
543,பேசிட்டு எல்லாம் எல்லாம் எடுத்துட்டு இன்னும் பண்ணாம இருக்காங்க பண்ணா
544,எல்லா மக்களுக்கும் போயிட்டு வரதுக்கு ஈஸியா இருக்கும் அதுக்கப்புறம் எங்க போனாலும் சரி ட்ரெயின்ல போலாம் போனா சீக்கிரம் போய்டலாம் அப்படின்னு ஒரு பின் இருக்கும்
545,எங்க ஊர்ல வந்து எங்க பகுதில வந்து எந்த ஸ்கூல் வந்து கல்பெட்டி ஸ்கூல்
546,கேல்ஸ் ஸ்கூல் பாய்ஸ் ஸ்கூல் ரெண்டு ஸ்கூல் இருக்கு இங்க ரெண்டு ஸ்கூல் நல்லா நடக்கும் சூப்பரா கோச்சிங் நல்லா இருக்கும்
547,அது வந்து பாத்தீங்கன்னா முன்னாடியெல்லாம் வந்து எப்படி இருந்தாலும் ஒரு நானூறு ஐநூறு பேர்தான் அங்க படிச்சிருக்காங்க ஆனா இப்பல்லாம் பாத்தீங்கன்னா கோச்சிங் நல்லா இருக்குறதுனால அங்க வந்து ஆயிரம் பேர் கிட்ட வந்து படிக்கிறாங்க கவர்மெண்ட் ஸ்கூல்ல நல்லாதான் பண்ணிட்டு இருக்காங்க பிரைவேட் ஸ்கூலுக்கும் கும் குலுக்கும் நிறைய டிபன் இருக்கு
548,அங்க வந்து அமௌண்ட் வந்து கட்டினாலும் நமக்கு அதைவிட கோச்சிங் வந்து கவர்மெண்ட் இப்போதைக்கு நல்லாதான் இருக்கு
549,இதுவரைக்கும் வெளில போய் படிக்கிற அளவுக்கு வந்து கோச்சிங் வந்து அந்த அளவுக்கு இங்க வந்து கவர்மெண்ட் சூப்பரா தான் இருக்கு நம்ம நகரத்துல போய் படிக்கிறதுக்கு கவர்மெண்ட் படிக்கிறதுக்கு
550,கவர்மெண்ட் கோச்சிங் நல்லா இருக்கு எனக்கு ரொம்ப புடிச்ச ஸ்கூல் இந்த ஸ்கூல் தான் நான் அங்க தான் படிச்சேன் கோச்சிங் நல்லாவே இருந்துச்சு
551,அங்க உள்ள எல்லாருமே சூப்பரா நடத்துவாங்க நல்ல பாசமாகவும் பேசுவாங்க பாசமா பேசி நல்லா நமக்கு புரியற மாதிரி நடத்துவாங்க அந்த ஸ்கூல்ல
552,எனக்கு மேக்ஸ் ரொம்ப பிடிக்கும் எங்க சோஷியல் வந்து எனக்கு ரொம்ப ரொம்ப பிடிக்கும் ஏன்னா அவங்க வந்து நல்ல பாசமா பேசுவாங்க அவங்க நடத்துற ஒவ்வொரு லெட்டருக்கு வந்து நல்ல அர்த்தம் சொல்லி அது மாதிரி நடத்துவாங்க
553,மேக்ஸ் பொறுத்தவரைக்கும் பாத்தீங்கன்னா நமக்கு ஒரு செம புரியல கூட அவங்ககிட்ட நம்ம கேட்டோம்னா அவங்க என்னால முடியாது
554,எனக்கு டைம் இல்ல அப்படிலாம் சொல்லாம நான் நடத்துமா அப்டின்னு சொல்லிட்டு பாசமா பேசிட்டு
555,அது புரியற மாதிரி மறுபடி மறுபடி நடத்துவாங்க எங்களுக்கு புரியற வரைக்கும் மறுபடி மறுபடி நடத்தி காட்டுவாங்க அதனால எனக்கு மேக்ஸ்மிஸ் சோஷியல் எனக்கு ரொம்ப ரொம்ப பிடிக்கும்
556,நியூயார்க் கோடு கம்பேர் பண்றப்ப டைம் என்ன
557,அன்று
558,இந்தியா
559,இங்கிலாந்து அமெரிக்கா ரஷ்யா
560,கனடா
561,திருச்சி மதுரை ஈரோடு சேலம் கன்னியாகுமரி
562,சுற்றுலா பயணிக்கு வந்து ஒரு இடத்து வந்து சுத்தி பாப்பாங்க அது வந்து நாமக்கல் மாவட்டத்தில் நாமக்கல் மாவட்டத்தில் வந்து ஒரு வந்து சுற்றுலா சுற்றுலா பாக்க ஒரு இடம் வச்சுக்கலாம்
563,அந்த இடம் வந்து கொல்லிமலை அந்த கொல்லிமலை வந்து ஆகாய நீர் வெளிச்சு இருக்கிறார் நிறைய பேர் அந்த நீர்வீழ்ச்சி பாக்கணும்னு சொல்றாங்க
564,அங்க கொல்லிமலை உச்சி வந்து அர்ப்பதநாத ஸ்வரம் என்ற ஒரு கோயில் இருக்குது அது ஒரு பேமஸ் ஆனது ஆகையில் குறிச்சி பாக்குறதுக்கு நிறைய பேர் வந்து ஆர்வமா இருக்காங்க
565,நிறைய பேர் ஆர்வமா இருக்காங்க அந்த இடத்துல நிறைய ஊர்கள் இருக்கு கொல்லிமலை கொல்லிமலை மட்டும் கொல்லிமலை ஒரு கிராம் இருக்கு அந்த கொல்லிமலை வந்து நிறைய விவசாயிகள் இருப்பாங்க
566,நிறைய நிறைய பேர் ரொம்ப ஏழ்மையான மக்கள் இருப்பாங்க அவங்களுக்கு உதவி பண்ற வரும் நிறைய பேர் சுற்றுச்சுற்று வர மாதிரி வந்துட்டு அவங்க வந்து அவங்களுக்கு வந்து உதவி செய்வாங்க
567,அந்த குழியிலிருந்து நிறைய வந்து விவசாய செய்ய பொருட்கள் நிறைய ஏலக்கா போடுவாங்க
568,ஏலக்கா தோட்டம் கொஞ்சம் நிறைய இருக்கும் அந்த பலாப்பழம் மாம்பழம்
569,இந்த மாதிரி நிறைய அந்த இடத்துல இருக்கும் அதுக்கு பாக்குறதுக்கு நம்ம இயற்கை வந்து ஒரு குளிர் வைக்கிறதுக்கு அந்த இடம் இருக்கும்
570,அப்பா அந்த கொல்லிமலை தான் அந்த கொல்லிமலையில் எப்படினா
571,ஒரு இயற்கையான காற்று அது நம்ம சுவாசித்து நம்ம உடலுக்கு நல்ல நிறைய மூழ்க மருந்தாக இருக்குது
572,முழுக்க மருந்து இருக்கு நிறைய பேர் வந்து சித்த மருத்துவம் செய்வாங்க நெக்ஸ்ட் ஊருக்கு வந்து பஸ் கிடையாது இப்ப தான் ஏதோ ரெண்டு மூணு பஸ் விட்டுக்காக அது குறிப்பிட்ட டைமுக்கு மட்டும்தான்
573,ஆனா வந்து கொல்லிமலை வந்து நிறைய பெண்டால் நிறைய நிறைய பெண் இருக்கும் சுத்தி சுத்தி போனோம் அது ஜாக்கிய தான் போனோம்
574,இப்ப வந்து மேக்ஸிம் ஒண்ணு கொல்லிமலை போறாங்க ஒண்ணும் போறாங்க அந்த படத்துல வந்து இருக்கு இருக்கு
575,தண்ணி நிறைய வரும் மீன் இருக்கா மீன் மீன் இருக்கும் அங்க ஒரு பாக்க இருக்கு அங்க போய்ட்டு நிறைய சுத்தி பாப்பாங்க அது வந்து வேலூர் ஜெயலலிதா
576,கொல்லிமலை வந்து நிறைய ஃபேமஸான இடம் இருக்கு ஒரு கிராமமே அந்த ஊர்ல மட்டும்தான் அமைந்திருக்க அவ்ளோ அமைதியான ஒரு அற்புதமான அந்த மாதிரி ஊர் எங்குமே கிடையாது சுத்தி பாக்குறதுக்கு ஒரு நல்ல இடம்
577,அப்படின்னா மூலிகை மருந்து பாக்கலாம் எப்படி தயாரிக்கிறாங்க ஏனக்கா இந்த மாதிரி தோட்டம் போட்டிருக்காங்க விவசாயிகள் இருக்காங்க ஆனா வந்து விவசாயிகள் ஒரு ஏழ்மையா இருப்பாங்க நிறைய பேர் கொல்லிமலைக்குடி ரொம்ப கஷ்டப்படுவாங்க இருக்காங்க
578,ஆனா வந்து தெரிஞ்சுக்க மாட்டாங்க நிறைய பேருக்கு சின்ன சின்ன பிள்ளைங்க மொத்த கொண்டு ஸ்கூல் வந்து அஞ்சாது வழி கொல்லிமலை இருக்கும்
579,இப்ப நிறைய பிள்ளைங்க வந்து வெளியே வந்து தங்கி படிக்கிற மாதிரிதான் இருக்கும் ஆனா வந்து அது ஒரு ஃபேமஸ் இடம் சொல்றாங்க ஆனா வந்து ஸ்கூல் கூட அவளுக்கு இருக்காது மக்கள் வந்து ரொம்ப கஷ்டப்படுறாங்க
580,நிறைய சுற்றுலா போறீங்க வந்து என்ன பண்றாங்கன்னு கார்டுகள் அளிக்கிறார் ஒவ்வொருத்தருக்கும் மக்களுக்கு வந்து டிஸ்டர்ப் பண்றாங்க
581,ஆனா வந்து நல்லாருக்கு நேர்த்திருக்கலாம் நல்லாருக்கும் தண்ணி வந்து தூய்மையான இருக்கும்
582,தண்ணின் அதுதான் தூய்மையான தண்ணி நம்மளுக்கு எந்த ஒரு ஆபத்தும் வராது இப்ப நிறையபேர் குடிக்கிறது என பில்டர் தண்ணி மட்டும்தான்
583,யாரும் புள்ளிமணி தண்ணி யாரு குடிக்கிற யாருமே குடிக்கிறது அது ஒரு ஆகாய நீர்வீழ்ச்சி
584,மணிப்பூர் மாநிலத்தில் கார்பவெக்ஸ் அளிக்கும் அனைத்து மையங்களையும் காட்டவும்
585,பெங்காலி மாதிரி பிராந்தி மொழியுடன் தமிழ் மொழிக்கு எப்படி தொடர்புள்ளது பாத்தோம்னா
586,மண் தோன்றி கல் தோன்ற காலத்தில் தமிழ் மொழி ஏற்பட்டது சொல்லி அவர் தமிழ் அவ்வளவு முதுமையான மொழியாக்கம் தொன்மையான மொழியாக்கம் சிறப்புமிக்க மொழியாக அப்படிப்பட்ட சிறப்புமிக்க தமிழ் மொழியில் மற்ற மொழிகள்
587,உருவாக்கப்பட்டது அது அடித்தளமா தமிழ்மொழி தான் இருந்திருக்குன்னு சொல்லி நம்ம கேள்வி படுறோம் அப்ப அந்த தமிழ்மொழி அவ்வளவு சிறப்புமிக்க தமிழ்மொழிக்கு ஆதாரம் பாத்தோம்னா
588,திருச்சி தஞ்சாவூர் திருவாரூர் பாத்தா தமிழ் ரொம்ப அழகா பேசுவாங்க அதே மாதிரிதான்
589,மதுரையில் எடுத்துக்கிட்டு மதுரை சங்கத்தமிழ் புலவர்கள் இருந்ததனால அங்க தமிழ் ரொம்ப அழகா பேசுங்க சங்கத்தின் அதிகம் வளர்ந்திருக்கு அங்குள்ள மக்கள் தமிழ் ரொம்ப பேசுவாங்க கும்பக் இருக்கும் ரொம்ப சூப்பரா பேசுவாங்க தமிழ்மொழி
590,எவ்வளவு நல்லா பேசும் அவ்வளவு நல்லா பேசுவாங்க தமிழ்மொழி அதனால தமிழ் வந்து சிறப்புமிக்க ஒரு மொழி அதனால நம்ம தமிழ்நாட்டு
591,நம்ம இந்திய தேசத்து பிரதமர் கூட தமிழ் மொழி மிகத் தொன்மையான மொழி நம்ம அழகான மொழி சிறப்பான மொழி பேசுறதுக்கு நான் பெரும்பாட்டு சொல்ல அளவுக்கு புகழ்ந்து பேசியிருக்கிறார்
592,அவர் வந்து நம்ம மொழி பத்தி எதுவுமே தெரியாது ஆனா அவரே புகழ்ந்து பேசுறான் அதனுடைய சிறப்பு அவ்வளவு மிக்கதா இருக்குது பேசிக்க ஏன் அவ்வளவு சிறப்புக்கு அந்த தமிழ் மொழியில் மற்ற மொழிகளுக்கு உருவாக்கத்துக்கு அடித்தளமா இருந்தது தான் காரணம்
593,ஹலோ ஹலோ
594,சொல்லு
595,ஆமா சொல்லுங்க
596,உம்ம்
597,உடம்பு சரியான ஹாஸ்பிடல் கூட்டு போட்டு பாருங்க
598,உம்ம்
599,நார்மலா இருந்தா ஸ்கூலுக்கு அனுப்புங்க ரொம்ப சிக்காதுக்கு ஹாஸ்பிடல் குடுத்துட்டு ரெஸ்ட் சொல்லுங்க
600,உம்ம்
601,ஆஹ்
602,ரொம்ப உடம்பு ரொம்ப இருந்தாக லீவ் எடுக்குறாங்க படிப்பு சர்ச்சை கேப்பாங்க
603,அது மாதிரி ரொம்ப வீக்கம்தான் கொடுப்பாங்க
604,உம்ம்
605,ஹாஸ்பிடல் கூட போய் பாருங்க எப்படி இருக்காங்க மாதிரி
606,நாட்டு என்ன சொல்றாங்க அக்காவிடம் நல்லாருக்காங்க அனுப்புங்க ரொம்ப வீக்கா இருக்காங்க ஹாஸ்பிடல்ல
607,ஆஹ்
608,பேரு
609,உம்ம்
610,திரு
611,சரி சரி
612,உம்ம்
613,இது தொடர்பாக புதுச்சேரி யூனியன் பிரதேசத்தில் கோவிட்19 தொற்று கண்டறியப்பட்டவர்களின் எண்ணிக்கை இருபத்து ஏழு
614,என்னுடைய பெடரல் பேங்க் கணக்கில் இன்னும் எவ்வளவு பணம் உள்ளது
615,கள்ளக்குறிச்சி மாவட்டத்தின் முக்கியமான சில உள்ளூர் ஊடகங்கள் அல்லது தகவல் ஆதாரங்கள் என்ன இந்த அவுட்லேட்டர்கள் அல்லது ஆதாரங்கள் எப்படி சமூகத்தை தகவலறிந்து சமூகமாகவும்
616,இணைக்கப்பட்ட சமூகமாகவும் ஆகியுள்ளன ஏதேனும் உள்ளூர் செய்தி தாள்கள் உள்ளனவா உள்ளூர் செய்திகள் பற்றிய தகவல்களை எப்படி பெறுகிறீர்கள் ஊடகங்கள் அதிகம் கவனம் செலுத்த வேண்டிய விஷயங்கள்
617,உங்கள் மாவட்டத்தில் உள்ளதா கண்டிப்பா இருக்கு நாங்க செய்தித்தாள்கள் எப்படி பெறுவோம் உள்ளூர் செய்திகள் எப்படி பெறுவோம் அப்படின்னு சொன்னா அப்படின்னா இங்க வந்து நியூஸ் பேப்பர் வந்து டிஸ்டர்ப் பண்ணுவாங்க எப்படினா எங்க ஊர்ல வந்து விக்கிக்கு அக்கா வருவாங்க
618,பூக்கா அந்தக்கா என்ன பண்ணுவாங்க டெய்லி வரப்புள்ள எல்லார் வீட்டுக்கும் ஒவ்வொரு வீட்டுக்கும் வேணும் உங்களுக்கு நியூஸ் பேப்பர் வந்து கொடுப்பாங்க
619,அதுக்கப்புறம் எங்க ஊர்ல அதிகம் என்ன கவனம் செலுத்தும் அப்டின்னு சொல்லி பாத்தா நிறைய ஆக்சிடெண்ட்
620,விபரீதங்கள் நடக்குது என்ன அப்படின்னா வண்டில போறவங்க கேரளா போகமாட்டேன் கேரளாவில்
621,அவங்க வந்து நிறைய ஆக்சிடெண்ட் மாட்டிக்கிறாங்க நல்லா போயிட்டு இருக்குங்க திடீர்னு கீழ விழுந்தாங்க எப்படி அப்படின்னா எங்க ஊர்ல வந்து நாளோடு பெரியது பாஸ்
622,இந்தாண்டு இந்தாண்டு வரவும் அந்தாண்டு இந்தாண்டு வரவும் மாறி மாறி வர அவங்களால கண்ட்ரோல் பண்ண முடியாத ஒரு சிலருக்கு நிறைய விபர ஆக்சிடெண்ட் ஆயிடுது
623,அந்த மாதிரி அந்த மாதிரி விஷயத்துல வந்து எங்க மக்கள் வந்து நிறைய கவனம் செலுத்தும் நாங்க வேண்டும்
624,அதுக்கப்புறம் வந்து நிறைய வந்து உள்ளூர் ஊடகங்கள் என்னன்னா எங்களுக்குள்ள ஏதாவது இன்ஃபர்மேஷன் தகவல் கொடுக்கணும்
625,ஏதாவது ஏரி வேலை அந்த மாதிரி ஏதாவது ஒரு தகவல் கொடுக்கணும் அப்படின்னா எங்களுக்கு வந்து உள்ளூர்ல பஞ்சாயத்து மூலம் செட் பண்ணி
626,ஒருவர் வீதியா வந்து கட்சில இருக்குறவங்க இல்ல ஊர்ல ஒரு பெரியவங்க
627,இந்த மாதிரி இருக்குறவங்க மைக் வச்சுக்கிட்டு வண்டி எடுத்துட்டு ஏதாவது ஒரு செய்தி ஏரி வேலை அந்த மாதிரி சொல்றாங்க இப்போ ரீசண்டா பொங்கல் பரிசு கொடுத்துட்டு இருக்காங்க அது என்ன பண்றாங்க
628,மைக்ல வந்து தெருத்தெருவா சொல்லிட்டு போனால் எல்லாருக்குமே மக்களுக்கு தெரிய வருது கொடுக்குறாங்க போல நம்ம போயிட்டு வாங்கணும்
629,அப்படி ஒவ்வொரு செய்தியும் இந்த மாதிரி எங்க ஊர்ல வந்து எல்லாருமே தெளிவா வந்து மக்களுக்கு புரியும்படி சொல்லி புரிய பாங்க எங்க ஊர் மக்களுக்கு
630,இன்னொன்னு இந்த ஆக்சிடெண்ட் இந்த விபரீதங்கள் நடக்கிறது வந்து நிறைய பேருக்கு கவனக்குறைவாக நடக்கிறது தான் இந்த விபரீதம் நடக்குது
631,இதுதான் எங்க ஊர்ல வந்து கவனம் செலுத்தி நாங்க நல்லபடியா இதுல வசிக்கணும்னு நாங்க கேட்டுக்கோ
632,ஹலோ அண்ணா ராமகிருஷ்ணன் ஹோட்டல் ஹோட்டல் அண்ணா அண்ணா உங்க ஹோட்டல்ல வந்து இத்தாலியன் பிரைட் இருக்கா
633,இருக்குங்களா அப்படின்னா எனக்கு வந்து இத்தாலியன் பிரைட் ரைஸ் இத்தாலியன் பாஸ்தா வேணும்னா
634,ஆம் நான் வந்து ஆலங்காம்ல இருக்கேன்னா
635,எனக்கு வந்து ஃபுல் டெலிவரி பண்ணிருக்காங்க
636,சரின்னா எவ்ளோ மணி நேரம்
637,சரி சரி இப்ப வந்து காசு வந்து போன்ல பண்ணிட்டாங்க இல்ல நீங்க வந்து ஸ்ட்ரைட்டா கைல வாங்குறீங்களா
638,சரி ஓகே எனக்கு இது மட்டும் ரெண்டு பொருள் மட்டும் வேணும்னா சீக்கிரம் கொண்டு வந்து குடுங்க சரிங்களா
639,சரிங்களா டான்ஸ்
640,கோயம்புத்தூர் மாவட்டத்தை பொறுத்தவரைக்கும் இந்த மருத்துவமனைகள் மருத்துவ முறைகள் எல்லாம் சிறப்பா இருக்குது
