id,conf
282, பள்ளிவாசல் தெரு நாகூர் ஆமாம் சார் இததுதான் சார் என் வீட்டு அட்ரஸ் நம்பர் சொல்கிறேன் சார்
283, எண்பது பன்னெண்டு இருபது முப்பது நாற்பது ஆமாம் சார் இதான் சார் நம்பர்
284, ஓகே சார் நீங்கள் அடிங்க சார் வீடு கண்டுபிடிச்சிட்டிங்கன்னா நேராக வந்துடுங்க அப்படி வீடு தெரியலைன்னா எனக்கு ஃபன் அடிங்க ஏரியாவுக்கு வந்துட்டு ஃபோன் அடிங்க சொல்லுங்கள் நான் எங்கே இருக்காங்களோ அங்கேயே போய் கையிலே வாங்கிக்கிறேன் சார் ஓகே சார்
285, மொத்தமாக உள்ள காட்ராக்ட்டில் சமைச்சு கொடுப்பீங்களா சார்
286, ஒரு நூறு பேருக்கு சமைக்கணும் வர ரெண்டா தேேதி எங்கள் வீட்டில் ஃபங்க்ஷன் வைக்கிறாங்க உங்களால் சமைச்சி கொடுக்க முடியுங்களா
287, ஓ கொடுக்கலாமா சார் ஓகே சார் ஒரு இரநூறு பேருக்கு சமைக்கிற மாதிரி இருக்கும் சார் ஆமாம் சார்
288, ஒரு ஆளுக்கு சாப்பாடுக்கு எவ்வளோ சார் எழுநூற்றி ஐம்பதுங்களா சார் ஓகே சார்
289, இல்லை சார் மொத்தமாக சமைக்கிறதால எங்களுக்கு டிஸ்கவுண்ட்ல எதுவும் கிடையாது சார் டிஸ்கவுண்ட் இருக்குங்களா சார் ஓகே சார் டிஸ்கவுண்ட் எவ்வளோ சார் சொல்லுங்கள் சார்
290, மொத்தம் இரநூறு பேருக்குதான் சார் இரநூறு பேருக்கு எவ்வளோ சார் டிஸ்கவுண்டு
291, ஓனர்கட்ட கேட்டு சொல்லுமா சார் ஓகே சார் கேட்டு சொல்லுங்கள் சார்
292, இருபது பர்சன்ட்டா சார் ஓகே சார் ஓகே சார் நான் வீட்லேயும் ஒரு தடவை கேட்டுகிட்டு சொல்லிறேன் சார் எனக்கு நாளைக்குள்ளே பார்சல் மட்டும் கொஞ்சம் பன்னெண்டு மணிக்கெல்லாம் கூப்பிட்டு வந்துடுங்க சார் ஆமாம் சார்
293, தேங்க் யூ சார்
294, எட்டு சைபர் எட்டு சைபர் ஒன்று ரெண்டு ஆறு ரெண்டு ஒன்று இரண்டு ஒன்பது அட் பேடிஎம் அட்ரஸிலிருந்து எனக்கு இரண்டாயிரம் ரூபாய் வந்துள்ளதா
295, நான் ஒரு ப்ராடக்ட் வாங்கினேன் ஆன்லைனில் ஸோ வந்து எனக்கு வந்து ஒரு ப்ராடக்ட்ட்
296, ட்ரெஸ்ு வேற எதுவும் இல்லை எப்பயுமே ட்ரெஸ் தான் நம்ம வந்து ஆன்லைனில் மோர் ஹஓவர் வந்து ட்ரெஸ்ஸஸ் மட்டுும் தான் ஆன்லைனில் ஆர்டரு பண்ணுவோம்
297, ஸோ வந்து ட்ரெஸ்ஸஸ் கூட ஓகே இட்ஸ் பெட்டர் நான் வந்து என்ன பண்ணேன் அப்படின்னா ட்ரெஸு தவர்த்து செகண்ட்ஹவர் ப்ராடக்ட் ஆ ஆ்ட்ரு பண்ணேன் என்ன ஆர்ட்ரு பண்ணேன் அப்படின்னா ஒரு ஸ்பீக்கர் மைக் ப்ளூ டூத்தோடு கனக்ட் நம்ம ஃபோன் ப்ளூ டூத்தோடு கனெக்ட் பண்ணி அந்த மைக்கில் வந்து நம பேசுகிற மாதிரி இருக்கும் ஸோ வந்து நான் வந்து எங்கே பார்த்தேன் அப்படின்னா அந்த ப்ராடக்ட்டை வந்து என்னோட ஃப்ரெண்ட் வீட்டில் பார்த்தேன் அந்த ப்ராடக்ட்டை
298, அப்போது நல்லா இருந்துச்சு அதது எங்கே வாங்குினீங்கன்னு கேட்டால் ஆன்லைனில் வாங்கினேன் டூ தௌசண்ட் வந்துச்சு தௌசண்ட் சம்திங் வந்துச்சு அப்படி அந்த ரேஞ்சில் சொன்னாங்க ஸோ வந்து ஹை ரேட்டடில் இருக்கிற பொருள் தான் வந்து எப்படி இருக்குன்னா
299, நல்லா இருக்கும் அப்படிங்கிற மாதிரி சொல்லுவாங்க ஸோ வந்து நானும் இந்த
300, ப்ராடக்ட்டை வாங்கி நான் என்ன பண்ணணேன் கொஞ்சம் கம்மியான ரேட்டில் வந்து அந்த நான் ப்ராடக்ட்டை நான் வாங்கிட்டேன் ஸோ வந்து எப்படி இருந்துச்சு அப்படின்னா ஒரு பார்சல் வந்துச்சு வந்துச்சு ஒரு செவன் ஹண்ட்ரட் ரேஞ்சில் தான் அ ப்ராடக்ட் வாங்கிருந்தேன் ப்ளூ டூத்தோடது
301, ஸோ வந்து இன்ட்ரெஸ்ட்டடாக தான் நான் வாங்கினேன் ரொம்ப எக்ஸைட்டடாகவும் இருந்தேன் அந்த ப்ராடக்ட்டை பார்க்கணுங்கிறதுக்கு ஸோ வந்து அந்த ப்ராடக்ட்ட் வரப்ப எப்படி இருந்துச்சு அப்படின்னா ரொம்ப அழுக்கு படிஞ்சு என்னமோ வேறு யாரோ அந்த ப்ராடக்ட்டை யூஸ் பண்ணிட்டு நமக்கு பார்சல் பண்ணுற மாதிரி இருந்துச்சு ஸோ வந்து அதனால சொல்லிட்டு எனக்கு அந்த ப்ராடக்ட் பிடிக்கவே இல்லை ஸோ வந்து
302, நம்ம ஒரு பொருள் புதுசாக வாங்குிறோம் அப்படின்னா எப்பயுமே சரி ஒரு எலக்ட்ரானிக்ஸ் பொருள் அப்படிங்கிறத வந்து ஆன்லைனில் எப்பயுமே சரி ஆர்டர் பண்ணவே கூடாது ஸோ எனக்கு வந்து எனக்கு ரொம்ப நெகட்டிவாக ஃபீல் ஆன ஒரு ப்ராடக்ட் அப்படின்னா வந்து அந்த மைக்ரம்
303, எப்பயுமே சரி எலக்ட்ரானிக்ஸ் ஐட்டம்ஸ் வந்து ஆன்லைனில் ஆர்ட்ரு பண்ணுறதே ரொம்ப ரேராக நம்ம வந்து தவிர்க்க வேண்டிய ஒன்று
304, இந்த தீபாவளி சமயத்தில் எத்தனை பூக்கள் சார்ந்த பொருட்களுக்கு தள்ளுபடி இருக்கிறது
305, ஹலோ சொல்லுங்கள் மேடம்
306, ஆ ஆமாம் மேடம் சொல்லுங்கள் நீங்கள் யார்
307, ஆ ஓகே மேடம்
308, ஆ ஆ
309, ம்
310, எங்கேயாவது அடச்சிருக்கான்னு செக் பண்ணாங்களா
311, ஓ அப்படிங்களா மேடம் வந்து தான் பார்க்கணும்
312, உங்கள் வீடு எங்கே இருக்குன்னு அட்ரஸ் சொல்லுங்கள் நான் வந்துடுறேன்
313, ஆமாம் போகுது
314, ஆமாம்
315, ஆ ஆ
316, ஓகே ஓகே
317, சரி ஓகே ஓகே அந்த பெரிய பில்டிங் பக்கத்தில் இருக்க அந்த வீடுங்களா
318, ஓகே மேடம் நான் வரேன் வந்து என்ன பிரச்சனைன்னு பார்க்குறேன் வந்து தான் என்ன பிரச்சனை என்ன எது என்ன அம்போன்னு சொல்ல முடியும் ஓகே மேடம்
319, இல்லை நான் என்ன ஜாமம் வேணும்ன்னு இடத்துக்கு வந்து பார்த்துட்டு சொல்கிறேன் நீங்கள் அமௌண்ட் கொடுத்தா நானே போய் வாங்குவேன் இல்லை நீ எழுதிி தரேன் நீங்களே போய் வாங்கினாலும் ஓகே தான்
320, ஆஃபீஸ் போயிருக்காங்களா நான் எழுதி நானே வாங்கிக்கிறேன் நீங்கள் அமௌண்ட் மட்டும் கொடுத்துருங்க அந்த பில் வாங்கிட்டு வந்து தந்துடுறேன்
321, ஆ கண்டிப்பாக வரேம்மா ஒரு அரைணி நேரத்தில் நாங்கள் இருப்போம்மா
322, நிறாக தண்ணி போதுங்களா ஸ்மெல் ஏதாவது வருதுங்களா
323, மல் வருதா
324, ஸ்மெல் ஏதாவது வருதுங்களா லிக்கேஜ் ஆன இடத்துலது
325, சரி ஓகே மோ நான் ஒரு அரை மணி நேரத்தில் நாங்கள் வந்துடுறேன்ா
326, ஆ ஓகே மேம்
327, ஆ தேங்க் யூ
328, இந்தியா பங்களாதேஷ் பாகிஸ்தான் சவுத் ஆஃப்ரிக்கா ஆஸ்த்ரேலியா
329, தமிழ் மொழிங்கிறது ஆதிிகாலத்திலயே நம்ம தமிழ் மக்களிடையே வந்த ஒரு மொழியாகும்
330, அந்த தமிழ்மொழி பேசுகிற நம்மளுடைய தமிழ்நாட்டு மக்கள் எப்பவுமே தமிழ் தமிழ்மொழியில் சிறந்த
331, பேச்சாளராக மட்டுமல்ல சிறந்த ஆற்றல் மிக்க மனிதர்களாகவும் இருப் இருப்பாங்க
332, அந்த தமிழ் மொழி எப்பவுமே நம்ம தாய்மொழியாக நம்ம பேசுகிற ஒரு மொழியாக வந்து தமிழ்நாட்டில் அது நிர்ணயிக்கப்பட்டுிருக்குது
333, அது மட்டும் இல்லாமல் மற்ற மொழிகளை சேர்ந்த மற்ற மக்களும்
334, நம்ம தமிழ்நாட்டுக்குள்ளேயே தொழில் சார்ந்த விஷயங்களுக்கு வந்து இங்கே வந்து தமிழ்நாட்டில் குடியேற ஆரம்பிச்சுட்டாங்க அப்படி ஒவ்வொரு
335, நாட்டை சேர்ந்த மொழிகள் பேசக்கூடிய மற்ற மக்களும் நம்மளுடைய தமிழ்நாட்டுக்குள்ளே அதிகமாகவே இப்போ இருக்க ஆரம்பிச்சுட்டாங்க
336, அப்போது நம்ம தமிழ் மொழி மட்டுமல்லா வ மட்டுமல்லாது வட மாநில தவறும் வந்து
337, தொழில் சார்ந்த விஷயங்களுக்காக நம்மளுடைய தமிழ்நாட்டை சார்ந்து வந்திருக்கறாங்க அப்போ நம்ம தமிழ்நாட்டை சார்ந்து வந்திருக்கும் பொழுது அந்த தமிழ்நாட்டில் உள்ள கலாச்சாரங்களை எல்லாம்
338, வந்து அவங்க தமிழ் மொழி கலாச்சாரம் இவைக எல்லாத்தையுமே வந்து
339, அந்த வடமாநிலத்தவங்க வந்து கலாச்சார சீர்கேடுகளை ஏற்படுத்துகிற மாதிரி பண்ணிட்டாங்க இதை பார்த்து மற்ற மொழியை சார்ந்த மக்களும் வந்து அந்த கலாச்சார சீர்கேடுகளுக்குள்ளே ஆளாகிிருக்கிறாங்க
340, அந்த கலாச்சாரங்களில் சீர்கெட்டு போகுதுங்கத வந்து நம்ம தமிழ் மக்களிடையே வந்து
341, அதிகமாகவே பேசப்படுது ஆனாலும் நம்ம தமிழ் மக்களும் அந்த கலாச்சார விஷயங்களில் வந்து வட மாநிலத்தைவிர
342, பா பார்க்கறது மட்டும் இல்லாமல் நிறைய பேர் அ அதன்படியே அந்த கலாச்சார சீர்கேடுகளுக்குள்ளே போயிட்டுருக்கறாங்க மற்ற மொழி பேசுகிறவங்க நம்ம நாட்டுக்குள்ளே வந்தனால தான் இந்த கலாச்சார சீர்கேடுகள் வந்து
343, கொஞ்சம் கொஞ்சமாக அழிய ஆரம்பிச்சிருச்சு இப்படிய எல்லாம் வந்து நம்ம தமிழ் மக்களிடையே வந்து கலாச்சார சீர்கேடுகள் வந்து எதுவும் நடக்காமல் நாம தான் நம்ம கலாச்சாரத்தையும்
344, நம்ம தமிழ் மொழியையும் நம்ம காப்பாற்றணும்னு நம்ம எடுக்கிற முயற்சியாக இருக்கணும்
345, ஹலோ மேடம்
346, நான் இங்கேமா சும்மா சுற்றி பார்க்கலாம்னு வந்தோம் வேளாங்கண்ணி நாகூரலாம் சுற்றி பார்க்கலான்னு வந்தோம் அங்கே ஒரு கடையில் கேட்கும்போது சொன்னாங்க நீங்கள் டிஃப்ரெண்ட் டிஃப்ரெண்டாக அல்வாலாம் செய்வீங்க ரொம்ப ஃபேமஸ அப்படின்னு சொல்லிட்டு இருந்தாங்க
347, எங்களுக்கு
348, எங்களுக்கு செஞ்சு தர முடியுமா
349, நாங்கள் ஃபேமிலி ஒரு நாலு பேர் அப்புறம் ஃப்ரெண்ட்ஸ் ஒரு ரெண்டு பேர் போல் வந்துிருக்கோம் மேடம் ஒரு மொத்தம் ஒரு ஆறு பேர் போல் வந்திருக்கோம்
350, அப்புறம் சுகர் வந்து எங்களுளுக்குலாம் நார்மலாக போட்டுக்குங்க
351, பாட்டிக்கு மட்டும் சுகர் இருக்கு அதனால் வந்து அவங்களுக்கு கொஞ்சம் கம்மியாக போட்டுங்க மேடம்
352, ஆ சரி மேடம்
353, நாங்கள் வெயிட் பண்ணுறோம் மேடம் இங்கே
354, ஆ சரி மேடம்
355, ஆ
356, ஆ சரி மேடம் எடுத்துக்கறேன்
357, ஆ சரிமா
358, உண்மையிலேே டேஸ்ட்டு வேறு லெவலில் இருக்கு மேடம் நாான் கூூட இது பண்ணா அங்கே சொன்னாங்க டேஸ்ட்டு நார்மல் அல்வா மதாரி தான் இருக்கும் அப்படின்னு சொல்லிட்டு தான் அது ப நாங்கள் வந்தோம் உண்மையிலே டேஸ்ட டிஃப்ரெண்ட்டாக நான் இது வரையும் எங்கேயும் சாப்பிட்டதே இல்லை அந்தளவு டேஸ்ட்டு வேறு லெவலில் இருக்கு வேறு எதாவது இருக்கா மேடம் காரமாக எதாவது இருக்கா
359, ஆ உருளை கிழங்கு மசாலா அதுமாரி ஏதாவது காரமாக எதாவது இருந்தால் கொடுங்க மேடம்
360, ஆ அந்த வெயிட் பண்ணுறேன் மேடம்
361, ஆ சரி மேடம்
362, இதுவும் டேஸ்ட்டு வேறு லெவலில் இருக்கு மேடம் நாங்கள் அல்வா தின்ட்டு ஒரு ஒரு மாதிரி இருந்துச்சு அப்புறம் இதுவும் டேஸ்ட்டு அது பன்னா சாப்பிட்டோடனே டேஸ்ட்டு வேறு லெவலில் இருக்கு ஆ ஓகே மேடம் அப்புறம் வேறு எதாவது ஸ்நாக்ஸ் எதாவது இருக்குமா மேடம் உங்கள் கடையில்
363, சும்மாந்தான் லேசு குர்குரு அது இருந்தால் போதும் மேடம்
364, ஆ சரி மேடம்
365, ஆ கொடுங்க மேடம் மொத்தமாக பில் எவ்வளோ வந்துக்குன்னு சொல்லுங்கள் மேடம்
366, ம்
367, ஆ ஓகே
368, ஆம்
369, ம்
370, ஆ
371, ம் சரிங்க மேடம்
372, ஓகே மேடம் இந்தாங்க மேடம் அமௌண்ட்டு
373, ஆ சரிங்கமா
374, ஆ கண்டிப்பாக இ வேலாம் ஃப்ரெண்ட்ஸ் எல்லோாரையும் அழைச்சிட்டு வரேன் மேடம் ஏன்னால் வந்து இந்தமதாரி டேஸ்ட்ட் என் ஃப்ரெண்ட்ஸும் இப்பலாம் ட்ரை பண்ணி பார்த்ததில்லை ஆ ஃப்ரெண்ட்ஸையும் அழைச்சிட்டு வரேன் மேடம்
375, ஆ ஓகே மேடம்
376, பங்காளே
377, ஹலோ
378, வெங்காளேஸ்வரிி
379, ம் நல்லா விளையாடறப்பா
380, நல்ல விளையாடுறேன் இது இப்பயே நீ இன்னும் கடிினியூ பண்ணேன்னா நீ இன்னும் நல்ல லெவலுக்கு வருவப்பா
381, ம் நல்லா விளையாடறேன் அ நெக்ஸ்ட்ட் வீக்கு நம்மளுக்கு டிஸ்ட்ரிக் லெவலில் போகிறதுக்கு இருக்கு நல்ல பிர்ாக்ட்டிஸ் பண்ணணும்
382, நல்ல பிர்ாக்டிஸ் பண்ணேன்னா நீ நல்ல லெவலுக்கு போகலாம்ப்பா உன்னோடய வாழ்க்கையை முயற்சி போகலாம்
383, ம் நல்ல இன்னும் கொஞ்சம் நல்லா அதிகமாக ப்ராக்டிஸ் பண்ணுப்பா காலைல ஆறு டுூ ஏழு வாா நம்ம நல்லா இன்னும் கொஞ்சம் கோச்சிங் கொடுக்கலாம்
384, ம் நீ கொஞ்சம் நான் இன்னும் கொஞ்சம் பிர்ாக்டிஸ் பண்ணு
385, பிர்ாக்ட்டிஸ் பண்ணேனா தான் நீங்கள் டிஸ்ட்ரிக் லெவல் போக முடியும்
386, ம் சரிப்பா சரி
387, ம் சரிப்பா
388, ஹலோ
389, ஆ ஆமாம் சொல்லுங்கள்
390, ஓகே ஒரு நிமிடம் இருங்க பார்த்து சொல்கிறேன்
391, ஆ அவைலபாக அவைலபுளாக இருக்குங்க சொல்லுங்கள்
392, மேக்கஅப் பிரைடு் வேணுங்களா இல்லை கேட்டரிங் சர்வீஸு அப்படி இல்னா ஃபோட்டோஷூட்டு
393, ஆள் சார் ஓகே நீங்கள் எவ்வளோ செட்டில்மெண்ட் சொல்கிறீங்க அட்வான்ஸ் எவ்வளோ சொல்கிறீங்க
394, ஓகே இல்லை இன்னும் கொஞ்சம் எக்ஸ்ட்ரா பார்த்து கொஞ்சம் தர முடியுங்களா
395, ஓகே மேம் இப்போ மேக்கப் பிரரைடுங்கலா வந்து கொஞ்சம்
396, ஃபிஃப்டீின் தௌசண்ட் வரும் ஓகேங்களா
397, சரிங்க மேடம்
398, இப்போ கேட்ரிங்கலாம் வந்து தனியாக ஆட்கள் வந்துடுவாங்க ஃபோட்டோஷூட்டுக்கும் அதுக்கான டைமிங் ஒதுக்குவாங்க அந்த டைமிங்குள்ளே நீங்கள் கரெக்டானதான் அவங்க ஃபோட்டோஷூட் பண்ணும்போது உங்களுக்கு கரெக்டாக இருக்கும் க்ளீராக வரும் ஃபோட்டோஸ்லாம்
399, கேடரிங் வந்து சாப்பாடு வந்து எங்கள் ஆட்கள் எல்லாமே கேடரிங் பொறுத்தளவு பர்ஃபெக்ட்டாக இருப்பாங்க
400, வெட்டிங்லாம் நீங்கள் வாங்கி கொடு அந்த டெக்கரேஷன்லாம் நீங்கள் வாங்கி் கொடுக்குற பொருட்களில் தான் இருக்கு கொஞ்சம் எக்ஸ்ட்ரா வாங்கி் கொடுத்திங்கன்னா டெக்கரேட் கொஞ்சம் நாங்கள் எஃபெக்ட் போட்டு கொஞ்சம் க்ளியராக பண்ணிக் கொடுத்துருவோம் பர்ஃபெக்டாக
401, ஆ ஓகே ஓகே மேம் அது மாதிரி பண்ணி கொடுத்துறோம் மேம்
402, ம்
403, ஒப்புக்கொள்கிறேன்
404, அடுத்த மூன்று மாதத்துக்குள் என்னுடைய மொபைல் மற்றும் மின்சாரக் கட்டணங்களை ஆட்டோபே மூலம் செலுத்த முடியுமா
405, ஹலோ
406, சொல்லுங்கள்
407, யார்
408, சொல்லுங்கள்
409, இதுக்கு சும்மா சும்மா லீவ் போட்டுகிட்டே இருக்கீங்க ஸ்கூலுக்கு அனுப்ப மாட்டிங்களா இப்போ தான் ஃபிஃப்டீன் டேஸ் லீவ் போட்டீங்க இதுக்கு மேலே லீவ் போட்டு என்ன பண்ணுறது படிக்கணுமா பையன் படிக்கக்க கூடாதா
410, சேட்டர்டே சண்டே லீவ் தானேங்க அப்போ கூட்டிகிட்டு போங்க இப்போ ஸ்கூல் டைம் வந்து நீங்கள் இப்படி லீவ் போட வச்சுட்டுருந்தால் எப்படி
411, இப்படி லீவ் போட்டுகிட்டே இருந்தால் ஸ்டடீஸ் எப்படி இருக்கும் எப்படி லீவ் போட்டுகிட்டே இருந்தீங்கன்னா டிசி வாங்கிட்டு போயிடுங்க என்ன படிக்க அனுப்புறீங்க லீவ் போட்டு லீவ் போட்டு
412, சின்ன குழந்தையாக இருந்தாலும் எங்களை அட்வன்ஸ் கணக்கு இருக்குங்க
413, இந்த நாலு நாள் வழுச்சு அவனை என்ன எக்ஸாம் எழுத முடியும் ஆ
414, அப்படிய இலை நீங்கள் எங்களுக்கு அட்னன்ஸ் கணக்கு இருக்குது அதுக்கு நாங்கள் கணக்கு காட்டணும் நீங்கள் எப்படிே லீவ் போட்டுகிட்டே இருந்த எப்படிங்க மெடிக்கல் சர்ட்டிபிகேட் அது இதுன்னு கொடுத்துட்டு லீவ் போட்டுகட்டு இருக்கீங்க இதே ஃபர்ஸ்ட் அண்ட் லாஸ்ட்ட் வார்னிங்காக இருக்கணும் இனிமேல் லீவ் போடாதீங்க இந்த லீவ் போட்டால் நீங்கள் தயவு செய்து டிஎசி வாங்கிகிட்டு போயிடுங்க
415, பையன் படிக்கணும்ன்னு நினச்சி அனுப்புறதுனா அனுப்புங்க இல்லைன்னா வேறு ஸ்கூல் மாற்றிக்கோங்க
416, நாங்களும் கோச்சிங் கொடுக்குறோங்க அதை நீங்கள் அனுப்புின தான் அவங்க நல்லா படிப்பாங்க
417, அதான் நல்லா கோஷிங் கொடுத்துக்காங்க வேணணா ஃபீட்பேக் எல்லாம் கேட்டு பாருங்கள் எல்லா பேரண்ட்ஸ் இப்படி சொல்றிறது இல்லையே நீங்கள் லீவ் போட்டு லீவ் போட்டு இப்படி சொல்லால் அவன் டெய்லிும் ஸ்கூலுக்கு வந்தால் தான் படிக்கணும் டெய்லி படிக்கிறது வீட்டிலே போயும் படிக்கணும்
418, வந்து பேசுங்கள்
419, இப்படி லீவ் கேட்கறேன்னா ரெக்வெஸ்ட்டு கேட்கணும் என்ன இப்படி பேசிகட்டுருக்கீங்க
420, இதே ஃபர்ஸ்ட் அண்ட லாஸ்டு வனிங்காக இருக்கட்டுங்க இனிமேல் லீவ் போடாாதீங்க
421, சரிங்க வஓகே
422, இப்போ கலாச்சாரங்கள் நாட்டுக்கு நாடு மாி மாநிலங்களுக்கு மாநிலங்கள் மாறிிகிட்டே தான் வருது எல்லோரும் அதுக்கு தகுந்த மாதிரி தங்கள வாழ்க்கையில் வந்து மாற்றிக்கிட்டு தான் வராங்க
423, என்ன தான் அவங்க உடைய தோற்றத்தில் மாற்ற இருந்தாலும் கலாச்சாரங்கள் வந்து எப்பவுமே மாறுது கிடையாது இப்போ தமிழ்நாட்டில் பார்த்தோம்னா இப்போ நம்மளுக்கு நிறைய கலாச்சாரங்கள் இருக்குது அதில் எடுத்துக்காட்ட ப்த்தினும் இப்போ ஆடினோம்ேனு பார்த்தோனா அந்த காலத்தில் நம்ம என்ன பண்ணுவோம்
424, புத்தாடை வாங்கி போட்டு அதுக்கு ஸ்கூலு காலேஜ் எல்லாம் லீவிட்டு போய் ஊரில் பெரியவங்களோட சொந்தங்களோட செலிப்ரேட் பண்ணிட்டு அங்கே இருக்க பெரிய மரங்களில் தூரி கட்டி ஆடுவோம் அது அப்போ நடந்தது அதுவே தான் இப்போவும் நடக்குது இப்போவும் தூரி கட்டி நிறையா
425, நிறையா பசங்கள் குழந்தைங்க எல்லோரும்ும் விளையாடிகட்டு இருக்காங்க அதே மாதிரி தீபாவளின்னு பார்த்தோம்னா அது அரசு விடு விடுமுறையாகவே இருக்குது நம்ம கலாச்சாரங்களை நம்ம பின்பற்றணும்னு சொல்லிவிட்டு
426, தீபாவளி அப்போ புது துணி போட்டுட்டு தீபம் தீபம் வச்சு தலைக்கு குளித்து புது துணி போட்டுட்டு பட்டாசு வாங்கி வெடிச்சிட்டு நைட்டு ஃபுல்லாக
427, அந்த ஜொலி ஜொலிக்கிறப்ப டாசு வெடிச்சுட்டு காலையிலலாம் பெரிய பெரிய வெடிகளலாம் வெடிச்சுட்டு நம்ம குடும்பத்தோடு உறவினர்களை வீட்டுக்கு கலச்சி
428, வீட்டுக்க வீட்டுக்கழச்சு சமைச்சி எல்லரும் ஒன்றா உக்காந்து செலிப்ரேட் பண்ணி சாப்பிடுவோம் அதுதான் தீபாவளி இப்போ பொங்கல்ன்னு பார்க்கும்போது
429, பொங்கல் வந்து நம்ம தமிழ் இருக்குனே இருக்கக்கூடிய ஒரு கலாச்சாரமான திருவிழான்னு சொல்லலாம் அப்போ புத்தாடைன்னு பார்க்கும்போது நம்ம தமிழ்நாட்டு கலாச்சாரத்தை நம்ம
430, தமிழ்நாட்டு கலாச்சாரத்தை பிரதிபலிக்கிறதுக்காக நம்ம ஸாரீ பெண்கள் எல்லோரும் ஸாரீ கட்டுவாங்க ஆண்கள்ள எல்லாம் வீட்டி சட்டை போட்டு பொங்கலுக்கு பொங்கல்லயே மூணு விதமான இருக்குது முதல் நாள் வரது பொங்கல்
431, அது கடவுளுக்கு படிக்கிறது இரண்டாவது வரது வந்து மாட்டு பொங்கல்னு சொல்லுவாங்க அது உழவருக்கு உதவி பண்ணுற மாடுகளை வணங்கி கும்புடுறதுதான் வந்து மாட்டு பொங்கல்னு சொல்கிறாங்க
432, அடுத்தது கறி நாள்னு சொல்லுவாங்க உறவினர்கள் எல்லரும்ும் சேர்ந்து கறிை எடுத்து ஒன்றா சமைச்சி சாப்பிடுவாங்க அடுத்து கார்த்திகை தீபம்னு பார்த்தோம்ன்னா இப்போ கார்த்திகை தீபங்கிறது
433, தீபங்கள் கார்த்திகை மாதத்தில் வரக்கூடிய ஒரு தீபம் வச்சு வீட்டாக அலங்கரித்து இரவு நேரங்களில் வாசலில் அதரை சவிறகளில் கோயில்களில் புது துணியை போட்டு கோயிலில் போய் தீபம் வச்சுட்டு வந்து
434, நம்ம அந்த வீடு ஃபுல்லாக ஜொலிக்கிறத கார்த்திகை தீபன்ன சொல்கிறாங்க ஸோ இந்த மாதிரி என்ன தான் கலாச்சாரங்கள் மாறினாலும் உடை மாறினாலும் மக்கள் மனசில் இன்னும் கலாச்சாரங்கள் இருந்துகிட்டு தான் இருக்குது
435, விட்டு
436, இரநூறு முன்னூறு நானூறு ஐநூறு
437, ஒரு லட்சம்
438, ஆ வாங்க
439, ஆ எனதுங்க
440, ஆ ஆஃபிங போ இருக்குீங்க ஆரஞ்சு இருக்கு டிராகர் இருக்கு எ எனா உங்களுக்கு என்னங்க வேணும்
441, ஆஃபிஸ்ல பரியாவது உவாங்க
442, ஆ சாத்திக்கடி வச்சிங்க ஆரஞ்சு வக்கு அத்து கிலோ அறுநூறு ரூவா
443, ம் ம் அப்போ பேட்சலாம் இருக்கு உங்களுக்கு என்ன வேணும்
444, ஏ ஃப்ரெஷ்ஷாக இருக்கு பாருங்கள்
445, ாங்க சார் சகங்க சார்
446, ஆத்துச்ச நூறுரூவா ரெண்டுக்கு ரூபா வாங்கச்சங்களண்ணா ஃப்ரெஷ்ஷாக இருக்குல
447, ஆ சரிங்க சரிங்க அப்புறம் வேலை நா
448, அஞ்சு கிலா சரிங்க ரஞ்சு கிலாங்களா போதுங்களா
449, ஆ சரி சரி ஆ சரி மே 
450, மாார எதிநூற்றிம்பது ரூவாங்க
451, ஆமாம்
452,   ம்
453, சொல்லுங்க
454, இல் இருதுங்க போட்டு தரே ம்  ஓகே இரநூத்தி இருபது ரூவா வச்சுங்க
455, சென் ஃப்ரீயங்க ஆ சரி போட்டு போட்டுக்கரேங்க போட்டுக்காரேங்க போட்டு தரேங்க ஆ
456, ம்
457, இிள்ளங்க எல்லாம் மாவு ஆபிள் தான் அருமையாக இருக்கும்
458, ஆ சரிங்க சரிங்க அ இரநூத்தி இருபது ரூவா கொடுங்க சார்
459, ம் சரிங்க சரி ம் ம் தேங்க ம் தேங்க்ஸ்ூ தேங்க் அடிக்கள்ள வாங்க கலைக்கு
460, ம் சரிங்க சரிங்க
461, எங்கள் வீட்டில் தோட்டமும் இருக்குது வயலும் இருக்குது அதில் தோட்டத்தில் இருக்கிற செடிகளுக்கும் வயலில் இருக்கிற செடிகளுக்கும் கொஞ்சம் வித்தியாசங்கள்லாம் இருக்குது ஏன்னால் எல்லாமே வந்து எல்லா சீசன்லேையும் இருக்காது இப்போது வயலை பொறுத்த வரைக்கும் நெல் போட்டுட்டோம் அப்படின்னா அந்த நெல் வந்து பருவமனைஞ்சு அதை எடுக்கிறதுக்கு ஒரு மூணு மாதம் ஆகும்
