id,w2v
1195, நீ ங ்க   ரெ கு ல ரா  த ண் ணி  கு டி ங்க   ம த் த ப டி  நா ன ்  கு டுக்கு ற   டே ப் லெ ட்   க ண்டி னி யூ  ப ண் ணு ங்க   அ து  வ ந் து  வெ று ம்   வ த்து ல  தா ன்  கு டிக்க ணு ம்னு சொல்லு வா ங்க  வ ய சா ன வ ங்க   அ ந்த  ம ரு ந்தெ லாம்  வா ழ த்து ன் டு   சா ரு   இ து   
1196,ஆஹ ்   அ தை யு ம்  க ண்டி னியூ  ப ண்ணு ங்க   ஒ ரு   டே   ஒ ன் டே ப்ப ர  வி ட்டு  வி ட்டு  ப ண் ணு ங்க  அ த   அ வ ங்க  சொ ல் ற த   
1197, வீ ட் ல  யா ர  வ ய சா ன ம்  வ ன்த  சொ ன் னா தெல்லா ம்  ப ண்ணி  கொ டு ப்பா ங்க   
1198,இ ல் ல மா வு ம்   அ து ன  ஒ ரு   பி ர ச்ச னை ில   
1199, ஆஹ ்  அ தெ ல்லாம்  எ ந் த  பி ர ச்ச ன  இ ல்ல ங்க மா   அ வ ங் க ளோ ட  ம ரு ந் து  அ து  வந் து  இ ய ற்கை யா ன து  தா ன்   ந ம்ம ளோ ட  ம ரு ந்து  அ த  க ரெ க்ட ட த்து க்கு  உ த வு து   அ தெ ல்லாம் ஓ ர்  பிர ச்ச ன  இல்லா மா   நீ ங்க  இநத  க ண்டி னியூ  ப ண் ணு ங்க   ஒ ன்  வீ க்  அ ழி ச்சு  வா ங்க  அப் டி  பெ யி ன்  இரு ந்து ச்சுன னா  எ டைய ல   கூட  வா ங்க  செ க்  பண்ணி க்க லா ம்   
1200, ஒ ரு   கே ன்  எ டுத்து  பா த்து க்க லா மா   
1201, கே ன்   எ டு க் க டு த் து க்கு   நீ ங்க  நா ர் ம லா   ஸ ் கே ன்   எ டுத்தீ ங்க ன்னா  ஓ ர்  ஃபை வ்  த ௌ ச ன்ட்   ஆ கு மா   எ ம் ஆ ர்  எ டு த்தீ ங்க ன்னா   செ வ ன்   தௌ ச ன் டு க்கு  மே ல  கூ ட   ஆ கு மா ்   ஆ  நா ங்க  எ ழு தி  த ரோ ம்   
1202, எ ம் ஆ ர்  க ் கோ   பா த்து கிட்ட  எ டுத்துக்க லா மா  அவ ங்க ளோ ட   பெ யி ன்  எப் டி இருக்குன்னு பா த்து க்க லா ம ்  நீ ங்க  ஃபர்ஸ்ட்   மெ டி ச ன  க ண்டினியூ  பண்ணுங்க மா   
1203, ஆ ன   ஓ க்கே மா   
1204, ஆ ன்   தே ங்க் ய மா   
1205, ்   
1206,ஜு ன் ம னி யு ம்   ஏா ர்   பே ச து   
1207, தே ்ட் இயர் ல   மீ ன னா  நி றைய   பேர் இரு க்கா ங் க  நீ ங்க   எ ந் த  மீ ன ா ன்னு  சொ ன் னா  எ ந்த   டி பா ர ்ட் மெ ண்ட்  அப் டி  சொ ன் னா தா ன்  எனக் கு தெ ரி யு ம்   மீ ன்   சொன் ன     டி ப ா ர்ட் மெ ண்ட்  மீ ன ா வா   சொ ல் லு மா   எ ன்ன   ன் னு ம்   
1208, ஆ ்   ஆ ்   
1209, ் கி ழ மை யா   திங்க க்கி ழ ம   ஓ ரு   பு ரோ கி ரா ம் ஒ ்னு  இ ருக் கு ம்மா  ந ம்ம  கா லே ஜ் ல   அப்ப  எப் டி  போ மு டி யு ம்   பு ரோ கி ரா ம்   க ண் டாக்ட் பண்ண ா ங் க   டி  ய ் லா ம்  பு ோ ிரா ம்   ு   
1210, அ து க ்கு  நீ  வே ற  எ தா ச் சும்  ஓர்   நா ள்  பா த்தி க்க ோ  வ த வா கி ழ மை  பு த ன் கிழ ம  பா த்து க்க ோ   பு ரோ கி ரா ம்  ந ட க் கும் போது  தே ர்ட்  இயர் ஸ ் டூ ட ன் னா   இ ரு க்க ணு ம்   அ வ ங் க  க க்  ப ண் றா ங்க  ங் ல யே  போ யி ட்டீங்க ன்னா  அப்ப ற ம்  எப் டி ங்க   ் ி  க ண்ட க ்ட் ப ண் ற து 
1211,ச ரி   ம ண் டே   போ றீ ங்க ளா  நீ ங்க எ ப் டி   ப போ க்கு றீ ங்க   
1212, போ ட ங்க னா  போ ற து க் கு   உ ங்கள ுக் கு  ப ஸ்  அ தெ ல்லாம் எப் டி  போ றீ ங்க   கா லே ஜ்   ப ஸ்  இ ரு க்கு  அ து ல  வே ணா ம  போ லா மா   
1213, கொ ஞ் ச   வே ற  எ ன் னை க்கா வ து போ க  மு டி யு மா னு கொ ஞ் ச ம்   டி ரை  ப ண் ணி  பா து ங்க   வே ற   னா ள் ல   உ ங்க ளு க்கு அ ங்க  அ லவு  ப ண் றா ங்க ன ு  கே ளு ங்க   
1214, பெ ரு ம் ப   தா ன்  இ ரு க்கு தா லு ல்ல   ஓ ர்   ஃ ங் ஷ இ ருக் கு   தே ர் ட ்  கா ணு ம்   ே க டி பார்ட் மெண்ட்  க த ணு ம் னா   அ துக ்கு  என்ன  ப தி ல்  சொ ல் ற ணு ம் ல  நா னு ங்க   
1215, ச ரி  ஓ கே ய்  ஓ கே ய ்   ப ப   கா லே ஜ்   ப ஸ் ல  போ றீ ங்க ளா     கூ ட  யா ரு  வ ர  எ தா வ து   ஸ் டா க் ஸ்  கூப்டு போ றீ ங்க ளா   எ ன் ன   
1216, கூ ட   ல ச் சூ ர்  மே ன்   கு டு ப ் போ ங்க  நா ன்   சொ ல் லி  அ ம் ் சூ றே ன   
1217, பா த் த ர மா  போ ய்   சே ப் பா   போய் ச் சு ச ப் பா   வ ர ணு ம்   எ ங் க ய   அ ங்க  இ ங்க லா  கு ு த்த   கூ டா து  க ரெ க்டா  போ யி ட்டு   ந ம்ம   வ ருக்க  மு டி ஞ் சு ட   உம் ம்   
1218, ்  
1219, உம் ம ்   ச ர ி   அ ப் பா த் த ன மா  போ யி ட்டு வ ர ணு ம் இள க்கு  தே வி யா ன   தி ங் ஸ்  ஃபு ல் டே ஸா ன   ல ஞ்ச்  எ ல்லா மே  கொ ண்டு   போ றீ ங்க ளா   
1220,  த ண் ணி   கொ ஞ்ச ம்  நி றை யா  கொ ந் து டு   போ ங்க   வெ ளி ய ல ல்லா ம்   கு டி க்கி ற து  அவ் ளோ   சே ஸ்   கி டை யா து   எ த்த ன  பே ர்   பூ றீ ங்க   கவ ன்  பண் ணி ட்டு  அதே  மா ரி  எ ல்லா ரு ம்  க ரெ க்டா   வ ரா ங்க ளா   அப் டி ன் ற தெ ல்லா ம்   பா த்து க்க ணு ம்   ஒ ன் னோ ட   பொ று ப்பு ல ல்லாம் அ னுப ச் சு வ ர  நா னு ம்   நீ  தா ன்  பா த்து ர மா  பா த்துக்க ணு ம் ந ல் லா ரி ய ு ம   
1221, ் அப் புற ம் வ ந்து  இ ந்த   கா லே ஜ்  ஸ ்டூ ட ண்ட்   வ ந் தா ங்க   இவ ங்க  ச ரி  இ ல்ல   இந ்த  ப ச ங்க   ரொ ம் ப   வ ரு க் கா  இரு ந் தா ங்க   அப் டி ன் ற   பே ர் ல்லாம் வ ர   கூ டா து   அவ ங்க  வ ந் தா ங்க   ழ தா  இ ல்ல த் தை யு ம்  அ ங் க வ ி ச் சா ங்க   போ னா ங்க  அ ப் டி ன்னு  சொ ல் லி   பே ்  வ ட   
1222, ் செ ் ா ்   செ ர மா த் ன்   
1223, எ ன க் கு   ச மை ய ல்   ரொ ம் ப ப்  பி டி க்கு ம்  
1224, ச மை ய ல  எ ன் ன ன் ன   வ ரை ட்டி   ப ண் ணா   எ ப் டி   இ ரு க்கு ம் அ ப் டி ன் னு   அ த   வி த  வி த மா  நா ன ்   செ ஞ் சி ப் பா ப் பே ன்   ஏ ன்ன ா   எ ப் ப டி   ச மை ய ல்ல   எ ன க் கு   ரொ ம் ப   பு டி ச் ச  வி ஷ ய ம்   இ த   செ ஞ் சா  எப் டி  இ ருக்கு ம் அ த  சி ஞ் சா   அப் டி  இ ருக்கு ம ்   அ த   அ ந்த   மா ரி   எ ன க் கு   யோ சி ச் ச   யோ ி ச் சி   எ தா வு   ஒ ண் ணு  ப ண் ணி ட்டே   இ ரு ப் பே ன்  நா னு ம்   அ ப் டி   இரு க்கு ம்   போ து  பா த்தீ ங்க ன்னா   பிள் ளை ங் க ளு க் கு   
1225, எ ல் லா   வெ ஸ் டே பி ல்ஸ் க ல் லா   கா ய ங ் க ளு ம்   க ல ந் து   வே ங்க   வ ச் சு  உ ட் ட னா   ந ல் லா   சா ப்பி டு ம்   பி ள ங்க   அ தே   மா ரி  பா த்தீ ங்க ன்னா   கொ ஞ் ச ம் கொ ஞ் ச மா   அப்ப டி யே   சா ப்பி ட  வ ந் த து ம்   ப ச ங் க ளு க் கு   வெ ரை ட் டி லா ம்  ப ண்ணி  கு டு ப்பே ன ்   
1226, அ ப் டி   சொ ல் ற து   வெ ஸ் ட பி ல் ரே ஸ்  பி ரை ரே ்   லெ ம ன்  சா த ம்  தை   சா த ம்  பு லி   சா த ு ம்   அ ந் த மா மா ரி   வ ரை ட் டி ரே ஸ் லா   
1227, எ ப்ப டி மா   இ த   இ வ் ளோ தா வ து   ப ச ங் க  கே ப் பா ங் க   அ ம்மா  எ ன க்கு இந்த  வ ரை ட்டி  ப ண்ணி   கு டு   ட க் கு ன  எ ன க்கு  அ ந் த   ல ம ன்   சா த   வே ணு ம்   பு லி   சா த   வே ணு ம்   அ ப் டி ன்னு   கே க்கு ம் போ து   அப் டி னே   ட க் கு   த   பி ள ங் க   கே க் கு றா ங்க ளே   அ து   செ ஞ் சு  கு டு த்து ர க லா மே   அ ப் டி ன் லா   யோ சிச் சி  உ ட னே   ப ண் ணி  கொ டு த்து ரு வோ ன்   நா னு   
1228, அ ப் டை ் கொ ஞ்ச ் கொ ஞ்ச ம் மா   ொ ஞ்ச ் கொ ஞ்ச மா   
1229, ச ப் பா த் தி   சி ந் த னா   ரொ ம் ப   ந ல்லா   இ ருக் கு ம்   எ ப்ப டி  ப ண் றீ ங்க  நீ ங்க  அ ப் டி ன்னு  கே ப் பா ங்க  ப க்க த்து ல  இரு க்க ு றோ ங் க   ஸ் கூ ல்  பு ள் ளை ங்க ளா ம்   கே ப் பா ங்க   இ ப்ப டி   உ ங்க  அ ம்மா   ம ட்டு ம்   ச ப்பா த் தி இ ப்ப டி   ரொ ம் ப   சா ப்டா   இ ருக் கு ம்   
1230, லே ய ர்   லை ய ரா  வ ரு ம் அப டே  ம டி ப்பு  ம டி ப் பா   வ ரு ம்   எ ப் டி  ப ண் ணி ங்க   இ து   அ ப் டி ன்னு  கே ப் பா ங் க   
1231, அ ந்த   மா த ிரி   ஒ வ் வொ ரு   ஒ வ் வொ ரு   வி ஷ ய த் தி ல ய ே   எ ன க்கு   ச மை ய ல் ல  வி தி வி த மா   ப ண் ண ணு ம்   அ து  இ ப்படி  செ ஞ் சா   ந ல் லா   ரு க் கு ம்   அப் டி  செ ஞ ் சா  ந ல்லா ட்டு  யோ சி ச்சு வ ி ச்சு   செ ய் வே ன்   
1232, அ து ப் டி  பா த்தீ ங்க ன்னா   ஸ் கூ ல்க்  கு ள் ள  இங்க  கூ ட  கே ப் பா ங்க   எ ங் க ளு க் கு   மெ ஸ் ஸ  மா றி  எ தா வ து  செ ஞ் சு  கு டு ப்பா ங் க ளா   ந ல் லா   ப ண் றா ங்க   உ ங்க   அ ம்மா   அ ப் டி ் ல் லா ம்  ப ச ங்க   வ ந்து  கே ப் பா ங் க   
1233,ப்டியே  கொ ஞ்சம் கொ ஞ்ச மா   இ ந்த   மோ ட்டி வி சு ன்  வ ர வ ர   எ ன க் கு  எ தா வு   செ ய் யு ம னு ம்  ஆ ச   வ ந் து ச் சு   
1234, தி செ ய் லா ்   எ ன் ன   ப ண் ண லா மி ன்   
1235, எ ங்க ப்  ப ச ங் க ளுக்கு  பா த்தி ங்க னா  வ ரை ட்டி ரே ச்  ஒ ம் ப   மு டி க்கு ம்  
1236, இ த  ப ண் ணி   பு டு  அ த   ப ண்ணி பு டு ு   ஒ வ் வ த்தி ர்கு வ் வொ ரு  வ ர ட்டி   பிடி க்கு ம்   அ தை   யோ சி க் கா மா  நா ன்  ப ண் ணி த   த ரு வே ன்   எ ன   எ ன க் கு   அ வ் ளோ   இ ன் ட ் ர ஸ்   
1237, ச மை ல் ல   அப ் டி   ப ண் ண லா   அப் டி  சொ ன் ன லா   ப ச ங்க  எப்ப டி  ப ணா  சா ப்டா  பு டி க்கு ம்   அ ப் டி ன் ட்டு   
1238, சு ம் மா   வெ ண் ட க   க ட க ட ன் போ னி யா   நா ள்  வெ ண்ட க  அ டு த்தி யா  க ட் ப ண் ணி யா   சா த ன்  க ல ந்து  குடு த் த ன ட பி ரை ர ஸ் பண ணி   சூ ப் ப ரா  இரு க் கு ம்   
1239, எ த  எ த த சொ லு ம்   எ ன் ன  மா ரி   ப ண் ணா  எ ன் ன  மாதி ரி   ந ல் லா   ரு க்கு ம் னு   யோ சி ச் சு  அ ங் க   ச மை ய ல்ல  எ ன க்கு   ரொ ம் ப   ஆ ர் வ மா  இரு க் கு ம்   ப் ட யோ சிச் சி   ப ச ங்க  ஒ ரு   மு றை  ஒ ரு   ப ல கா ர ங்க ல ்லா ம்   கே ட்டா ங் க   
1240, கே க்கு ம் போ து   
1241,பா த்தீ ங்க ன்னா   எ ல் லா ம்   செ ஞ் சு  கொ டு ப் பே ன்   அ து ரு சோ ம மு ரு க ் கு   போ லி   அ ந்த   மாத ி ரி   நி றை ய   க ல் ல ஒ ரு ண் ட   எ ப் ப டி   எ ன் ன ன ன   டி ரை   ப ண் ண  மு டி யு மோ   அ த் த னை யு ம்   
1242, செ ஞ் சி   ப ச ங்க ளை   கொ டு த் த   ப ச ங் க ள  கொ டு த் த து ம்   இ ல்லா ம   ந ம்ம   சொ ந் த க ர ங்க ளா ம்  வ ந் தா ன் தா ்   வ ச் சு   கொ டு ப் ப ன   
1243,க க த்து ல  இ ருக்கு வ ங்க ல ்லா ம்  வ ந் தா ங்க   சு ம்மா   எ து க் கா க  வ ரு வா ங் க   ஒ ரே  ஹெ ல்ப்பு க்கு   அப் டி  வ ரு ம் போ து  இ ரு ந் தா ங்க   எ ங்க  வீ ட் ுல  செ ஞ் சா  சா ப்ிடு  பா ரு ங்க   அ ப் டி ன் ு   நீ ங்க  ந ல் லா தா ன்  ப ண் றீ ங்க   
1244, இ து ஏ   நீ ங்க   ஒ ரு   பி சி ன ஸா  ப ண் ண   கூ டா து   ந ல் ல   செ ய் றீ ங்க   அ ப் டீ ன் னா ங் க   ச ரி னு   ஒ வ் வொ ன் னா   செ ய் ய   ஆ ர ம் பி ச் சே   
1245,ந ல் லா ்   
1246, ஒ ரு   டி செ ல் த து   
1247,   
1248,இப ்ப   இ ப்ப   பா த்தி ங்க னா   ஒ ரு   சி ன்ன தா   ஒ ரு   வ ரை ்டி ரை ஸ்   ல ம ன்  சா த ம்   புள்ளி யஓ து ர   
1249, க லி சா து ம்   அ ந்த  மா த ி ரி   பா ச ல்   ப ண்ணி  கொ டு த் தா  ந ல்லா ரு க் கு ம்   அ ப் டி ன்னு  ஆ சை ப்ப ட்டி ரு க்கே ன்   நி றை ய   த ள வு  ஆ சை ப்ப ட்ட ரு க்க ன   அ து   டி ரை ப் ப ம்  ப ண் ணி ரு க்கே ன்   கே ட் டா ங்க   
1250, அ து   வீ ட்ட ல   எ ல் லா ரு ம்   கொ ஞ் ச ம்  யோ சி ச் சா ங்க   உ ன் னா லு ்  உ ண் டி யா   செ ய் ய   மு டி யு மா   அ   ச ரி   செ ய் ய லா ம்   அ ப் டி ன் னு   சொ ல் லி   கே ட்டே ன்   
1251, த்  ரை   ப ன் ன   
1252, அ வ அ து   சா ப்பா ட்டு வி ட   ப ழ க ர ம்  ந ல் லா   போ ச் சு   இ ன் ட் ரெ ஸ் ட   
1253, ந ல் ல   ப ண் னி ்   ப ங் ஷ ன் கி லா ம்   கொ டு   செ ஞ் சு  கொ டு ப் ப ன்   
1254, சீ ் ம ந் தோ ம்   கா து கு த் து   
1255, அ ந்த   மா ரி     
1256, நி றை ய  வி ஷே ஷ ங் க ளுக்கு லாம்  நா ன்   ப ண் ணி   கு டு ப் பே ன்   அ ப்ப  பா த்தீ ங்க ன்னா   எ ன க் கு   ரொ ம் ப   ச ந் தோ ஷ மா  இருக்கு ம்   ஐ யோ   உ ங்க ளோ ட   ப ழ கா ர  ந ல் லா ரு க் கு   ந ல் லா   ப ண் ணி ருந ் தீ ங்க   எ ப் டி   செ ய் றீ ங்க   அ ப் டி ன் ு   எ து  ஒ ண் ணு மே  ந ம்ம   ஒ ரு   இ ன் ட் ரெ ஸ ் டோ ட   அ த   செ ய் ய னு ம ்ன   நெ ன ச் சி   செ ஞ் சா   க ண் டி ப்பா   அ து  ந ல் லா  இ ருக்கு ம்   
1257, அ து   எ ன் ன   போ ய்   அ ப் ப டி ன ்னு  ந ம்ம  செ ஞ் ச ம் னா   அ து ல   வ ந் து  ஒ ரு   இ ன்ட் ரெ ஸ்   எ ந் த  அ ள வு க் கு   ந ம் ம   அ து ல   ஒ ரு   இ ன் ட் ரெ ஸ ்   கா ட் டி   
1258, செ ய் ரு ம்   அ ந் த ள வு க் த து   ந ல் லா   இ ரு க் கு ம்  
1259, ஏ னா   எ ன க் கு   எ ப் பு மே   அ ந் த   ச மை யி ல்   வி த்தி யா ச மா   இ ு ்   செ ஞ் சு ட்டே   இ ருக்க ணு ம்   இன் னிக்கு அ த  ப ண் ணா  ந ல்லா ருக்கும்  இ ன்ன க்கு இ த   ப ண் ணா  ந ல்லா ருக் கு ம்  அப் டி ன் னா   யோ சி ச் ோ ி ச ் சு   ப ண் ணி ்கி ட்டே   இ ரு ப் பே னா ன்   
1260,   
1261, எ ன னா வ ன்   நா ன்  வி ஜி லா மு ட   பா த்தி ன் னா   ந ல் லா ருக் கு ம்   
1262, ரொ ம் ப   எ ன்   பை ய ன் லா ம்  பா த்தீ ங்க னா   அ வ் ளோ  இ ன்ட் ரெ ஸ் டா  கே ப் பா ன்   
1263, சி க் க ன்  ரை ஸ ்   பி ரை ரை ஸ்   ய   மு ட் ட சா த ம்   மு ட் ட ப ் ப   போ ட் டு   பி ரை ப்   ப ண் ணா   அ வ் ளோ   ந ல் லா   ருக் கு ம்   
1264, ்  
1265, ரே   அ சா ல் த   ப ன் னி ரு வ ன்   
1266, ் ் ஆ   
1267, ஏ ன எ ன கி யு டையோ ர்   ஆ ச   வ ந் து ச் சி னா   
1268, வீ ட் ல   சா ப்ப டு ம் போ து   அ ம்மா  அ ப் பா   வீ ட் ல   அ ம்மா   வீ ட்ட ல ல்லா ம்  சா ப்ப டு ம் போ து   எ ன க்கு இப் டி லா ம்  ந ம்ம   செ ஞ் சு  சா ப்ப ட ணு ம்னு  ஆ ச வ ரு ம்   அ தே  மா ரி   ப ங்க ஷ னு க்கு ல்லா ம்  ச மை ய ல்   கா ர லாம்   வ ரு வா ங் க   அ வ ங்க  செ ய் யு ம் போ து   எ ப்ப டி  இ வ் ளோ   பே ருக்கு  இவ ங்க  இவ் ளோ  எ தா  ச மை க்கி றா ங்க ள்  ந ம்ம ளு தான ்  செ ஞ் சு  போ ப் போ மே   அப் ப டி ன்க லா ம்   யோ சி ச் சு ரு ப் ப ன்   அ தெ ல்லா ம்   யோ சி ச் சு   யோ சி ச் சு   ஒ வ் வொ ன் னா   ஒ வ் வொ ன் னா   எ ன் னோ ட   
1269, எ ன் னோ ட ஒ ரு   யோ ச னை யி லே   நா னு ்   ப ்ன வ ன   
1270, அ தை   அ த் து ரு ்   
1271, வ தோ   ப ண் ண ் கு ள்ள   எ ங் க  வீ ட் ல யே   கே ப் பா ங் க   எ ப்ப டி மா ன்  எ ப் ப டி   ப ண் ற   எ ப் ப டி ம்மா   ப ண் ற   அ ப் டி ன்ன ு   
1272, எ ன் ன   பெ ரி ய  வி ஷோ   நீ ங்க  எ ன் ன  கே க் கு றீ ங்க ளோ  சொ ல் லு ங்க  நா ன் ப ண் ணி த ் த ர ன்   அ ப் டி ன் ன   ரொ ம் ப   
1273,அப்படியோ  ஸ் கூ ல் ப னா லு ம்  கே ப் பா ங்க   எ ன் ன  எ ப்ப டி  நீ ங்க எப் டி யு ன் னு   எ ங் க   அ ம்மா  எ ன் ன  கே க் கு றோ மா  அ த  ப ண் ணி  கொ டு த்து டு வா ங்க   
1274, இப் ட  ஒ வ் ொ ரு  வி ஷ ய ங் க ளு ம்  கே க்க   கே க்க  ந ம்ம ளு ம   ஒ ரு   பெ ரி ய  பி சி ன ஸ் ன ஸ்  எ ய் னு ம்  ஆ சை  வ ந் த தா ன்   நா ன்  இ ந் த   மாத ிரி   ஒ ரு   வி ஷ ய த்து ல  இ ற ங் கி றே ன்   
1275, த ்   
1276, டி ப் ப ன்   ஐ ட டோ ம்  பா த்தீ ங்க ன்னா   இ ன் னு ம்   ந ல் லா  ப ண் ணு வ ர்   
1277, சா ம் பா ரு   ச ட் னி  அ ப்ப டி யா  ர ச் சு   எ ன்ன ன் ன   எ ன்ன ன்ன   சா ப்பா ட்டு க்கு   சை டி ஸ்டு  எப்ப டி   ந ல்லா ரு க் கு ம்   டி  செ ஞ் சா  ந ல் லா ரு க் கு ம்   அ ப் டி ன் னு  அ தை யு ் யோ சு ரி ச் சு  ப ண் ணு வே ன்   
1278, எ ப்ப டி எ ப்ப டி  எ ன் னா க்கா   ச மை ய ல்ல   சொ ல் றா ர் அ ளு க் கே   இ ல் ல   எ ன்ன   ந றை க  இ ரு க் கு   ந ம்ம  அ ந்த  அ ளவுக்கு   செ ஞ் சி ட்டே   போ லா ம்   
1279, கா து லை  இ ன்ட் ரெ ஸ ் ரே  இ ரு ந் தா ம ் ம ட் டு ம்   நா ன்   செ ய் ய  மு டி யு ம்   
1280, இ ல்ல ட்டி  அ து   செ ய் ய வு ம்  ந ம க் கு த்  தோ னா து   அ து ல   டே ஸ்ட் ூ ம்   கி டை க்கா து   
1281,அ ந்த  அ ள வு க் கு  அ து ல   ப சு ம்மா வே   பா ரு ங் க ளே   நீ ங்க  சு ம்மா  வெ ளி ல  போ னீ ங்க னா  கூ ட  பா ரு ங்க ளா   சா தா ர ண மா   
1282, சா ப் பா டு  ம ட் டு ம் தா ன்   எ ங் க   போ னா லு ம்  எ ந் த  ஓ ட்ட ல்  ந ல்லா ரு க் கு ம்   எ ந்த  கி டை யி ல   சா ப்பா டு  ந ல்லா ருக் கு ட்டி ப ன்  ந ல்லா ரு ்கு் ந ம்ம  கே க்க றோ மா   இ ல் லை யா   
1283, அ ப் ப டி   அ ந் த   மா த ிரி   ந ம்ம  எ ன் ன   மா த ரி  செ ஞ் சா  ந ம்ம  வீ ட்ட ல   ந ல்லா   ரு க் கோ ம்   அ ப் டி ன்னு  ந ம்ம   யோ சி க கு   
1284, வெ ளி   அ வ ங் க  இ வ் ளோ   டே ஸ்ட   செ ய் தா ங்க ய  ந ம் ம  செய்ய   கூ டா து   ந ம் ம   செ ஞ் சு யா  ந ம்ம  சா ப்பிட   கூ டா து   ந ம் ம   தே வை க்கை யா  ந ம் ம  ப ண் ண   கூ டா து   அ ப் டி ன் னு  நி றை ய   டை ம்   யோ சி சி ப் பே ன் 
1285, யோ ஸ்   யோ சி ச் சி   எ ன க் கு   இ ந் த   அ ளவுக்கு  நா ன   செ ய் றே னா   
1286, எ ன க்கே   நா னு ம்  பெ ரி   வி ஷ ய மா   
1287, இ ப் ப   கூ ட   பை ய ன்  கே ப் பா ன ்   ஆ ஃபீ ஸ் ல   ஆ ஃபீ ஸ்   போ றா ம்   பை ய ன்   ஆ ஃபீ ஸ் ல   எ ப்ப டி   உ ங்க  வீ ட் ல ல்லா ம்   ச ப்பா த் தி  இவ் ளோ   சா ஃப்ட்டா  ப ண் றா ங்க னு   
1288,ஏ ப் பா ங்க   
1289, ங்க அ ம் பா   சி ஞ் சா ்  ந ல் லா ரு க் கு ம்   ஒ ரு   ஒ ரு   
1290, நா ளை க்கு  ஒ வ் வொ ரு   வ ர ட் டி  கொ ண் டு   போ க ல   வி த்தி யா ச மா  தா ன்   இ ரு க் க ணு ம்   அ ந்த  அ ளவுகு தான  நா ன்  ப ண் ணி  கு டு ப்ப ே ன்   
1291,   ப ச ங் க ளுக் கு  பு டி ச் ச து   சா ப்பா டு   எ ல் லா ரு மே  அ ந்த   சா ப்பா டு   ந ல் லா   இ ரு ந் தா தா ன்  ந ம் ம  சா ப்பி ட   மு டி யு ம்   
1292, அ த னா ல்  ந ல் ன்ன  வ ச் சு ப ங்க ள   சா ப்பி ட   மு டி யா து   
1293, எ ன் ன   இ ப் ப   சா ப்பி டு   சா ப்பி டற தே   பெ ரி ய  வி ஷ ய ம்  
1294, ஓ டி யி ட் டே ரு ப் பா ங்க   கி டை க்கி ற து   
1295, சா ப்பி ட ளோ க் கோ ் கு ட ்  டை ம்  இ ரு் கா து   
1296, அ ந் த   சா ப்பா ட்ட  ந ம் ம   டை ம்  கி டை க்கு ம் போ து   சா ப்பி ுற து  அ து  ந ல் ல   சா ப்பா டா   இ ரு க்க ணு ம்   ந ம் ம  எ தி ர்பா ர் த்து  அ ள வுக்கு   சா ப்பி ணு ம்   
1297, அ ப் டி ன் ற து தா ன்   ந ம்ம ளு ட  எ தி ர் பா ர் ப் பு ்   அ ப்ப டி ய லா ்  நி றை ய  வி ஷ ய ங்க ள ்  எ தி ர்பா ர்த்து  எ தி ர்பா ர்த்ு இப்போ  எ ன க்கு அ ந்த   ச மை யி ல் னா   ரொ ம் ப   ரொ ம்ப  பு டி க்கு ம் 
1298, யோ சி க்க  மு டி யா த த ் கு ் ந சை ்     
1299, எ ங்க வீ ட்டு  மா ப் ளை   க ள ங் கே ப் பா ங் க   ந ல் ல   ப ன் றே ங் க   
1300,த ப் ரி ்   
1301,அப் டி ன் னா   இ ந் த  மா த ிரி   ஒ வ் வொ னு  ஒ வ் வொ னு   யோ சி ச் சு   அ ந் த   சா ப்பா டு   செ ய் க ணு ம் னா   எ ன க் கு   ஃப ர் ஸ்டா லா   நா ன்  போ ய்  நி ப் பே ன்   அ ல் லா   ப ண் றீ ங்க  சா ப்பா டு   எ ன் னை யோ   மீ றி   எ தெ ல்லா ம்   யோ சி க்கு ம் போ து   அ து   இ ப் ப  ஒ ரு   சா தா ர ண மா  நா ் எ ல் லா மே   செ ஞ் சு டு வே ன்   
1302, சா ப் பா டு   எ ன து   ரொ ம் ப   பு டி ச் ச து   ச மை யி ல்   க லை   
1303,ஒொ ம் ப ப் ப  பி டி க் கு ம்   யா ரா வ து   எ தா வ து  கே ட்ட   ட க் க ன்   ப ண் ணி  கு டு த்து ரு வே ன்   கு ழ ந்தை க ளி ரு ந் து   பெ ரி ய ங்  வ ரி க்கு ம்   இ த ன்  செ ல் சா  ந ல்லா   ரு க் கு ம் டு னா   யோ சி க்க வே   மா ட் டே ன்   ட க் க ன்  ரெ டி  பண்ணி  கொ டு த்த ரு வேன்  சூ ப்ப ரா   ரி க்கே   அ ப் டி  சொ ல் ல ு வா ங்க   அ ந் த  மா ி ரி   
1304, ம ன் ச ன க்கு   சா ப் பா டு தா ம்  மு க் கி ய ம்  
1305, அ ன ல் அ ந் த   சா ப் பா டு   சா ப்டா தா ன்   அ ம க் கு ம் ந ல் லா ர்   
1306, வே ற   வே ற   எ தி ர் பா ர் வு க ள்  எ ன்ன  ந ம க்கு   ம னு ஷ  ஓ ட தே   வா ழ்க்கை யி ல   சா ப்பா ட்டு க்கா க தா ன்   
1307, அ ந்த  சா ப்பா டு  ந ம்ம  க ரெ க்டா   சா ப்டா தா ன் நா ம்  உ ழை க்க  மு டி யு ம்   ஓ ட  மு டி யு ம்   எ ல்லா ம்   ப ண் ண  மு டி ய ம் 
